mean,var,median,std,label
-0.2713256477564689,0.028939519650053463,-0.32607940948139313,0.17011619455552568,0
-0.31869241242997043,0.04605750454627423,-0.3850281516537977,0.2146101221896913,0
-0.33116669326919707,0.03505702339559689,-0.38347452466220827,0.18723520874984195,0
-0.33103012775441276,0.031597765528923405,-0.37913866814299857,0.17775760329427095,0
-0.33907906888489775,0.02940633081110341,-0.3867412154787546,0.17148274202118244,0
-0.329133168742336,0.03276260205291338,-0.3848869291673353,0.18100442550643167,0
-0.30748379000951515,0.03773953541437042,-0.36636327365024346,0.19426666058377184,0
-0.36041250126048363,0.040591843662631535,-0.41619393277113104,0.20147417616814203,0
-0.3355506799919271,0.03433453254970776,-0.3952495448763172,0.1852957974421108,0
-0.30683419755776536,0.03220376265809405,-0.35713971599230787,0.17945406837988948,0
-0.28533358891146077,0.02812278390891032,-0.3293567582649146,0.16769849107523394,0
-0.322358547810695,0.02944278843761828,-0.36775106251349776,0.17158901024721332,0
-0.2909579309753553,0.03495180085189514,-0.3465679991956056,0.1869540073170274,0
-0.2991946072473872,0.03476595930372758,-0.35508917952235525,0.18645632009596128,0
-0.335124318464003,0.030525445179992214,-0.39344390292902676,0.17471532611649218,0
-0.34774765594425716,0.03452755679502467,-0.3965476681173635,0.1858159218017247,0
-0.3141204431618814,0.0347420387166673,-0.37058091291686934,0.18639216377484139,0
-0.29916648357194603,0.029025366581520114,-0.34781118834962976,0.17036832622738335,0
-0.31650159167840364,0.04908727469683032,-0.37744344411408337,0.22155648195625044,0
-0.3263925580758918,0.0339405380441137,-0.37356442921747884,0.18422957972083012,0
-0.30400774838784916,0.04084950116785105,-0.3643706711400286,0.20211259527266243,0
-0.3132134579917797,0.03394682748460341,-0.36555793395304537,0.18424664850304173,0
-0.339083832884648,0.03453317860326761,-0.39069961551347665,0.18583104854482096,0
-0.31669689666897516,0.03458745871346762,-0.3720466080978387,0.18597703813500102,0
-0.2800721695395794,0.05438248506836432,-0.3411696697980353,0.2332005254461583,0
-0.3157842043883287,0.032343062768225364,-0.3711661671262951,0.1798417714776669,0
-0.3456800374933898,0.03621392975255598,-0.4007836553662124,0.1902995789605326,0
-0.36632687626314675,0.04209804416012565,-0.4258050274414352,0.20517807914132943,0
-0.4063169318846133,0.03558710406997379,-0.4624722458224029,0.18864544539949485,0
-0.44173142363871304,0.03382188062329841,-0.4984364629410739,0.18390726093142273,0
-0.42701385335762676,0.03825087427570876,-0.4875738419519535,0.19557830727283831,0
-0.3611642895004407,0.054662828699787856,-0.42043855867185426,0.23380083126410792,0
-0.34406848256532824,0.032647624914427895,-0.3917546781966694,0.18068653772328444,0
-0.3839693437597709,0.03130891193127597,-0.43268664467208257,0.1769432449438971,0
-0.38504360340802957,0.03940783131198026,-0.43953446818180253,0.19851405822253562,0
-0.3665333951866969,0.0421835545311898,-0.43018748659011175,0.2053863542964571,0
-0.3678795503090938,0.03902495641399399,-0.42889213967274414,0.19754735233354556,0
-0.3921210863872195,0.03229089106557456,-0.44473751826684793,0.17969666403574264,0
-0.3679051382507685,0.038168279682497586,-0.42441241934835927,0.19536703837264255,0
-0.33550699732721717,0.045924092256255586,-0.3754173476539609,0.21429907199112083,0
-0.3465185882345874,0.02791043277929384,-0.3916164428371299,0.16706415767391233,0
-0.40721652570583095,0.04192368729454233,-0.459010028173949,0.20475274673259533,0
-0.41524280471162256,0.036074853795049606,-0.47962870310693,0.1899338142486735,0
-0.3874913191509819,0.04341036307181491,-0.45560573021894935,0.2083515372437048,0
-0.3779788794933502,0.03494674891400909,-0.4272568922389731,0.18694049565037826,0
