0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-3.9785570253812725,1.475344988080137,-2.3383982840680395,0.02904358634128253,1.0492621619774514,0.12042107456458225,0.1028536220565127,0.15433522916775538,1.167441975745939,0.17620139877605778,0.14347952427312988,0.25745844655653904,-0.4004257897011874,0.43647646107217897,-0.2664854556286386,-0.1362968322131266,0.1239593355118373,0.09623924999213475
-3.0560457526385174,1.973814290372178,-2.4219642151158696,-0.3581180484599414,1.5821562308458266,0.26393180515462,0.4500561088197096,0.044363613984136366,0.942422815626834,0.19782616069518436,0.3023654731484697,0.23040943214367643,-0.4589872161987574,0.4002937748656516,-0.3873656754689613,0.35471635320863953,0.20276127617729436,-0.09164622296533137
-2.6848464802588117,-0.41673244009366794,-2.5986943934377806,0.5733070728112375,2.060077905361236,0.8263843882494566,0.20282464190855284,-0.6181132395280454,0.6592888518438906,-0.36938329696499694,0.010041765548433694,-0.21166707497171086,-0.009709674167455162,0.050041698003509355,0.335968357682516,-0.14378037242387648,-0.04490992568309226,-0.1352948846580989
-4.2376495204537425,0.7370097207924109,-3.4720397181002034,1.2982611275843605,-0.11132888050668445,0.7829857852656136,-0.6095272754006846,0.17849024034989253,1.7471325315448716,0.5518124169549723,-0.2647298237535012,0.07848923064451907,0.03483852226330444,0.0983663962718094,0.0625243030297203,0.016376654026341957,-0.06946880884779386,-0.17750210118133755
-3.3162497018131165,4.069417739703306,-3.4749150036799574,1.4279949313155575,1.093289004398112,0.9861607061246601,-1.2550016891548723,0.6848669192505628,1.6279773932728054,0.9362196627071654,0.032143332287637195,0.14159667118262972,-0.015445462195521988,0.10741333199428164,-0.04352055069138078,0.0811475705248606,0.023185703851527746,-0.12063473999654103
-1.522891320696997,1.9168611412741743,-0.6189549105104656,-0.6156992191588863,1.7032249531725308,0.47134912249316085,-0.5274194908670546,-0.6721545433640893,-0.14295210372679254,0.24411163749016163,0.3429901459869581,0.2795917343680176,-0.157048892216736,-0.13730436806827692,-0.163042459065643,-0.04072828940119931,-0.019698593480928155,0.19663923388484533
-3.1941940828889326,0.731984583662762,-2.092883098547062,-0.46531530396169796,1.0318267479012508,0.4358931840956294,0.23185916846539528,-0.06844814042024078,1.0875742479615036,0.09537100065363004,0.1483281136147915,0.306716739418077,-0.32503465156410327,0.5176106732574417,-0.16963516780376237,0.3236193833125411,0.08631463408722569,-0.07441158851937023
-3.4671396583606935,1.5414140614296001,-2.42752561023295,0.008842372077546231,1.2040238382901296,0.5043301697310094,0.35122347455362807,-0.6675306411704771,0.9097062680706114,0.004265740139391462,-0.032638992828440294,0.21827811853462573,-0.133298990635913,0.3129574363508769,0.18977840343082908,0.2759374872331708,-0.22213701393520316,0.07258413318449781
-3.2986616534874758,1.050001609740253,-2.5975484742164254,0.447330866769518,1.2221138881194666,0.5745685091605405,0.09835099372987015,-0.820001048598404,0.8240622140601291,-0.2402973858391579,0.06019660193676286,-0.05599002317244928,-0.023342508369034672,-0.007421652376116749,0.33116675807727547,-0.011470250466339642,-0.06802003374963805,0.010129985363316248
-3.012537352760177,0.7415619876250827,-2.5556360999300884,0.8702701579530845,1.1309326602779988,0.7357393005876212,-0.8458127875586281,-0.1974989693085601,1.0547577926264653,-0.45631449893160086,0.5446751864461165,-0.28698040455889984,-0.16223924110379503,-0.1961011100631227,-0.1071397571362487,0.006411936584856783,0.1953795953772903,-0.011494204959486873
